"Regulation","Gene","Dataset"
"Down","TAF2","GSE130779"
"Up","GPATCH4","GSE130779"
"Down","MYL5","GSE130779"
"Down","ERP44","GSE130779"
"Down","SHPRH","GSE130779"
"Down","PRDM2","GSE130779"
"Down","CAT","GSE130779"
"Down","ETV1","GSE130779"
"Down","RPS28","GSE130779"
"Down","SARNP","GSE130779"
"Down","SGCB","GSE130779"
"Down","EFEMP1","GSE130779"
"Down","USP54","GSE130779"
"Down","ARL5B","GSE130779"
"Down","HDDC2","GSE130779"
"Down","AVPI1","GSE130779"
"Down","MAPK1IP1L","GSE130779"
"Down","ADH1B","GSE130779"
"Down","PTP4A1","GSE130779"
"Down","MYL6","GSE130779"
"Down","HBD","GSE130779"
"Down","MTCH1","GSE130779"
"Down","F3","GSE130779"
"Down","PREPL","GSE130779"
"Down","WWC2","GSE130779"
"Down","RPS13","GSE130779"
"Down","CTNNBIP1","GSE130779"
"Down","ZNF641","GSE130779"
"Down","LAPTM4A","GSE130779"
"Up","NACAD","GSE130779"
"Down","RUFY2","GSE130779"
"Down","C4orf3","GSE130779"
"Down","TUBB6","GSE130779"
"Down","BNIP2","GSE130779"
"Down","PPARGC1A","GSE130779"
"Down","FGF14","GSE130779"
"Down","CHPT1","GSE130779"
"Up","CEACAM1","GSE130779"
"Down","KLHL9","GSE130779"
"Down","ADI1","GSE130779"
"Down","CCNG1","GSE130779"
"Up","TCF20","GSE130779"
"Down","APBB2","GSE130779"
"Down","C1orf116","GSE130779"
"Down","ANKRD40","GSE130779"
"Down","CUL3","GSE130779"
"Down","SIRT1","GSE130779"
"Down","TOMM20","GSE130779"
"Down","PIP5K1B","GSE130779"
"Down","BAZ2B","GSE130779"
"Down","PLSCR4","GSE130779"
"Down","PCDH11Y","GSE130779"
"Down","PCF11","GSE130779"
"Down","VDAC2","GSE130779"
"Down","PALLD","GSE130779"
"Down","GAB1","GSE130779"
"Down","LSM6","GSE130779"
"Down","SCN7A","GSE130779"
"Down","SLC7A2","GSE130779"
"Down","GIMAP6","GSE130779"
"Down","ALDH9A1","GSE130779"
"Up","RFX8","GSE130779"
"Down","GPM6B","GSE130779"
"Down","TSPAN7","GSE130779"
"Down","ADIPOR1","GSE130779"
"Up","SPP1","GSE130779"
"Down","MID1IP1","GSE130779"
"Down","KHDRBS1","GSE130779"
"Down","PNRC1","GSE130779"
"Down","AKAP13","GSE130779"
"Down","RBMS2","GSE130779"
"Down","CIRBP","GSE130779"
"Down","PGM5","GSE130779"
"Down","ALG10","GSE130779"
"Down","NDN","GSE130779"
"Down","SEC14L1","GSE130779"
"Down","GNB1","GSE130779"
"Down","ARHGEF26","GSE130779"
"Down","AGTPBP1","GSE130779"
"Down","FKBP3","GSE130779"
"Down","KCNS3","GSE130779"
"Up","LBX2","GSE130779"
"Down","SLC25A25","GSE130779"
"Down","DCTN6","GSE130779"
"Up","CCDC61","GSE130779"
"Down","BTG1","GSE130779"
"Down","CYB5A","GSE130779"
"Down","RND3","GSE130779"
"Down","CXCL16","GSE130779"
"Down","UBE2A","GSE130779"
"Down","NRN1","GSE130779"
"Down","FAM111A","GSE130779"
"Down","SDCBP","GSE130779"
"Down","OLFML1","GSE130779"
"Down","VGLL3","GSE130779"
"Down","RPS14","GSE130779"
"Down","SGK1","GSE130779"
"Down","PRNP","GSE130779"
"Up","CXCL14","GSE130779"
"Down","RBM14-RBM4","GSE130779"
"Down","FAM20B","GSE130779"
"Down","ESYT1","GSE130779"
"Down","UQCRB","GSE130779"
"Down","ID4","GSE130779"
"Down","IMPA2","GSE130779"
"Down","DOCK4","GSE130779"
"Down","PITPNA","GSE130779"
"Down","ZYG11B","GSE130779"
"Down","RHOB","GSE130779"
"Down","LONRF3","GSE130779"
"Down","GPRASP1","GSE130779"
"Up","B3GNTL1","GSE130779"
"Down","COMMD6","GSE130779"
"Down","LYVE1","GSE130779"
"Down","FNTA","GSE130779"
"Down","NAP1L1","GSE130779"
"Down","SPTBN1","GSE130779"
"Down","GRIA1","GSE130779"
"Down","CDC26","GSE130779"
"Down","GLCCI1","GSE130779"
"Down","MBP","GSE130779"
"Down","LBR","GSE130779"
"Up","ALOX12B","GSE130779"
"Down","TOX4","GSE130779"
"Down","SCARB2","GSE130779"
"Up","C20orf144","GSE130779"
"Down","CEBPB","GSE130779"
"Down","MSRB3","GSE130779"
"Down","RAP1A","GSE130779"
"Down","SCAF11","GSE130779"
"Up","RETN","GSE130779"
"Down","FOSB","GSE130779"
"Down","CTNNB1","GSE130779"
"Down","TMED10","GSE130779"
"Down","RPL34","GSE130779"
"Down","UBQLN2","GSE130779"
"Down","TMBIM6","GSE130779"
"Down","RPS16","GSE130779"
"Down","UBL5","GSE130779"
"Down","PELI2","GSE130779"
"Down","GBE1","GSE130779"
"Down","ASXL2","GSE130779"
"Down","PITPNB","GSE130779"
"Down","CALCOCO2","GSE130779"
"Down","RABGAP1","GSE130779"
"Down","RPS27A","GSE130779"
"Down","JDP2","GSE130779"
"Down","RBM45","GSE130779"
"Down","RERG","GSE130779"
"Down","SAV1","GSE130779"
"Down","MECOM","GSE130779"
"Down","LPIN2","GSE130779"
"Up","BANP","GSE130779"
"Down","SMNDC1","GSE130779"
"Down","RPS23","GSE130779"
"Down","ECHDC1","GSE130779"
"Down","GPBP1","GSE130779"
"Down","MBD2","GSE130779"
"Down","TBX4","GSE130779"
"Down","USP53","GSE130779"
"Down","ANO6","GSE130779"
"Down","OAZ2","GSE130779"
"Down","PLEKHH2","GSE130779"
"Up","TTLL10","GSE130779"
"Down","CGN","GSE130779"
"Down","PZP","GSE130779"
"Down","YME1L1","GSE130779"
"Down","VSTM4","GSE130779"
"Down","HNRNPA3","GSE130779"
"Down","RFTN1","GSE130779"
"Down","UFC1","GSE130779"
"Up","TCL1A","GSE130779"
"Down","CASD1","GSE130779"
"Down","CLTA","GSE130779"
"Down","SSRP1","GSE130779"
"Up","PKLR","GSE130779"
"Down","NUS1","GSE130779"
"Up","PABPC1L","GSE130779"
"Down","PCGF5","GSE130779"
"Down","TBC1D5","GSE130779"
"Down","CCDC6","GSE130779"
"Down","LMO2","GSE130779"
"Down","MTMR2","GSE130779"
"Down","MME","GSE130779"
"Up","VWA5B2","GSE130779"
"Down","SH3BGRL","GSE130779"
"Down","SUMO1","GSE130779"
"Down","MEF2A","GSE130779"
"Down","TOMM7","GSE130779"
"Down","COG5","GSE130779"
"Down","SORT1","GSE130779"
"Down","RNF130","GSE130779"
"Down","CAV2","GSE130779"
"Down","RBM3","GSE130779"
"Down","OR5P2","GSE130779"
"Up","COL8A2","GSE130779"
"Down","PRMT1","GSE130779"
"Down","RIN2","GSE130779"
"Down","G0S2","GSE130779"
"Down","RARB","GSE130779"
"Down","WDR26","GSE130779"
"Down","SERPINB1","GSE130779"
"Down","ARHGAP6","GSE130779"
"Up","ZNF598","GSE130779"
"Down","OXNAD1","GSE130779"
"Down","ANO1","GSE130779"
"Down","ARHGAP21","GSE130779"
"Down","SCD5","GSE130779"
"Down","TP53INP2","GSE130779"
"Down","GDAP2","GSE130779"
"Down","PSME3","GSE130779"
"Down","CDKN1C","GSE130779"
"Down","ZFAND6","GSE130779"
"Down","KIAA1191","GSE130779"
"Down","EVI2B","GSE130779"
"Down","CCNY","GSE130779"
"Down","STK24","GSE130779"
"Down","CDC42","GSE130779"
"Up","ITGB4","GSE130779"
"Down","BNIP3","GSE130779"
"Down","TOMM22","GSE130779"
"Down","CCBE1","GSE130779"
"Down","CALM2","GSE130779"
"Down","RPL11","GSE130779"
"Down","NDST1","GSE130779"
"Down","PSIP1","GSE130779"
"Down","PLLP","GSE130779"
"Down","EIF5B","GSE130779"
"Down","TEX10","GSE130779"
"Down","BRI3","GSE130779"
"Down","ATP1B2","GSE130779"
"Down","LIMS1","GSE130779"
"Down","PRPF18","GSE130779"
"Down","TGFBRAP1","GSE130779"
"Down","HSBP1","GSE130779"
"Down","HADHB","GSE130779"
"Down","PLEKHA2","GSE130779"
"Up","BSX","GSE130779"
"Down","TOPORS","GSE130779"
"Down","IQGAP1","GSE130779"
"Down","PRPF38A","GSE130779"
"Up","MMP11","GSE130779"
"Down","GABARAP","GSE130779"
"Down","LSM3","GSE130779"
"Down","STAU1","GSE130779"
"Down","FBXL5","GSE130779"
"Up","ATP2B2","GSE130779"
"Up","OR5C1","GSE130779"
"Down","NEO1","GSE130779"
"Up","FOXI3","GSE130779"
"Down","PHACTR1","GSE130779"
"Up","ANK1","GSE130779"
"Down","HNRNPK","GSE130779"
"Down","FAM199X","GSE130779"
"Up","ARHGAP40","GSE130779"
"Down","CDC42SE2","GSE130779"
"Down","IGFBP7","GSE130779"
"Down","ARHGEF10","GSE130779"
"Down","UBE2D3","GSE130779"
"Down","VEGFB","GSE130779"
"Down","HSD17B12","GSE130779"
"Down","HMGN4","GSE130779"
"Down","RPL24","GSE130779"
"Down","CHRDL1","GSE130779"
"Down","RRAGA","GSE130779"
"Down","RAB11FIP2","GSE130779"
"Down","HNRNPR","GSE130779"
"Down","PRKAR2B","GSE130779"
"Down","MTUS1","GSE130779"
"Down","TUBA1A","GSE130779"
"Up","WFDC2","GSE130779"
"Down","ZEB2","GSE130779"
"Down","EEF1D","GSE130779"
"Up","GABRP","GSE130779"
"Down","CRY2","GSE130779"
"Down","CSGALNACT2","GSE130779"
"Down","BTF3L4","GSE130779"
"Down","MOB3B","GSE130779"
"Down","MAP1LC3B","GSE130779"
"Up","POF1B","GSE130779"
"Down","CRCP","GSE130779"
"Down","UBE2K","GSE130779"
"Down","ANXA2","GSE130779"
"Down","DDAH1","GSE130779"
"Down","PTPN1","GSE130779"
"Down","S100A10","GSE130779"
"Down","DNAJB4","GSE130779"
"Down","TIMP2","GSE130779"
"Down","CSRNP1","GSE130779"
"Down","VTA1","GSE130779"
"Down","SLC10A7","GSE130779"
"Down","RPS17","GSE130779"
"Down","ANXA1","GSE130779"
"Down","CYP51A1","GSE130779"
"Down","EIF3F","GSE130779"
"Down","SKP1","GSE130779"
"Down","ZDHHC3","GSE130779"
"Down","MBNL2","GSE130779"
"Down","FAM89A","GSE130779"
"Down","PEBP1","GSE130779"
"Down","BRK1","GSE130779"
"Down","EPB41L4A","GSE130779"
"Down","MSN","GSE130779"
"Down","RALA","GSE130779"
"Down","RPS4X","GSE130779"
"Down","IPO7","GSE130779"
"Down","MBNL1","GSE130779"
"Down","PIPOX","GSE130779"
"Down","RHEB","GSE130779"
"Down","CS","GSE130779"
"Down","KIF5B","GSE130779"
"Down","GLIPR2","GSE130779"
"Down","COX7C","GSE130779"
"Down","PKIA","GSE130779"
"Down","EMP1","GSE130779"
"Down","NFYB","GSE130779"
"Down","SH3GLB1","GSE130779"
"Down","RASAL2","GSE130779"
"Down","LMOD1","GSE130779"
"Down","PRR13","GSE130779"
"Down","ZRANB2","GSE130779"
"Down","SLC25A3","GSE130779"
"Down","LUC7L2","GSE130779"
"Down","AHCYL1","GSE130779"
"Down","AKAP12","GSE130779"
"Down","CAPN2","GSE130779"
"Down","RSRC2","GSE130779"
"Up","FFAR3","GSE130779"
"Down","SLC16A12","GSE130779"
"Down","MYZAP","GSE130779"
"Down","WTAP","GSE130779"
"Down","UBXN1","GSE130779"
"Down","ITM2B","GSE130779"
"Down","RRAS2","GSE130779"
"Down","ATP1B3","GSE130779"
"Down","NRGN","GSE130779"
"Down","AP1G1","GSE130779"
"Down","TMED2","GSE130779"
"Down","RPL36","GSE130779"
"Down","MAMDC2","GSE130779"
"Down","SLIT2","GSE130779"
"Down","RPL9","GSE130779"
"Down","TBX5","GSE130779"
"Down","TMX4","GSE130779"
"Down","FAM120A","GSE130779"
"Down","CMPK1","GSE130779"
"Up","ZNF202","GSE130779"
"Down","PDHA1","GSE130779"
"Down","AKTIP","GSE130779"
"Down","ZFHX3","GSE130779"
"Down","RPS9","GSE130779"
"Down","RPS20","GSE130779"
"Up","AZGP1","GSE130779"
"Down","HIGD1A","GSE130779"
"Down","TSC22D3","GSE130779"
"Down","PCBP2","GSE130779"
"Down","RNF19A","GSE130779"
"Down","S1PR1","GSE130779"
"Down","RPL30","GSE130779"
"Down","EIF3H","GSE130779"
"Down","NPNT","GSE130779"
"Down","DNAJA1","GSE130779"
"Down","SELENBP1","GSE130779"
"Down","PEG10","GSE130779"
"Down","LEPROT","GSE130779"
"Down","RBPMS","GSE130779"
"Down","ERLEC1","GSE130779"
"Down","ARHGAP31","GSE130779"
"Down","HINT1","GSE130779"
"Down","EHD2","GSE130779"
"Down","RAB5B","GSE130779"
"Down","CERS2","GSE130779"
"Down","TCP11L2","GSE130779"
"Down","RBBP9","GSE130779"
"Up","PYCR1","GSE130779"
"Down","RGPD5","GSE130779"
"Down","SCGB1A1","GSE130779"
"Down","CTSF","GSE130779"
"Down","PARVA","GSE130779"
"Down","TMEM14C","GSE130779"
"Down","ACSS3","GSE130779"
"Down","MYOCD","GSE130779"
"Down","FBXO3","GSE130779"
"Down","NCF2","GSE130779"
"Up","PITX1","GSE130779"
"Down","RAMP2","GSE130779"
"Down","POLR1D","GSE130779"
"Down","TRMT112","GSE130779"
"Down","TBC1D20","GSE130779"
"Down","SAMHD1","GSE130779"
"Down","FEM1B","GSE130779"
"Down","RFTN2","GSE130779"
"Down","RLIM","GSE130779"
"Down","PRKAR1A","GSE130779"
"Down","DUOX1","GSE130779"
"Down","CHD9","GSE130779"
"Down","IFNAR1","GSE130779"
"Down","CACNA2D2","GSE130779"
"Down","RPL19","GSE130779"
"Down","FOLR1","GSE130779"
"Down","ANKRD1","GSE130779"
"Down","FAM13A","GSE130779"
"Down","TMOD2","GSE130779"
"Down","RPL3","GSE130779"
"Down","NCOA7","GSE130779"
"Down","EIF1B","GSE130779"
"Down","ITPR1","GSE130779"
"Down","FLRT3","GSE130779"
"Down","MTMR9","GSE130779"
"Down","PRKG1","GSE130779"
"Down","DDX5","GSE130779"
"Down","MFAP3","GSE130779"
"Down","AXL","GSE130779"
"Down","SERTAD1","GSE130779"
"Down","CAPZA2","GSE130779"
"Down","TSG101","GSE130779"
"Down","KCTD12","GSE130779"
"Down","MEIS1","GSE130779"
"Down","LIMD1","GSE130779"
"Down","RPL29","GSE130779"
"Down","RPL18","GSE130779"
"Down","NIPAL2","GSE130779"
"Up","SLC9A7","GSE130779"
"Down","OSBPL9","GSE130779"
"Down","ING3","GSE130779"
"Up","SLC12A8","GSE130779"
"Down","ID2","GSE130779"
"Up","ZNF296","GSE130779"
"Down","CTSO","GSE130779"
"Down","RPS15","GSE130779"
"Down","NCOA4","GSE130779"
"Down","LRRFIP1","GSE130779"
"Down","TRIM22","GSE130779"
"Down","MKLN1","GSE130779"
"Down","TM9SF2","GSE130779"
"Down","SEC11A","GSE130779"
"Down","ATP8A1","GSE130779"
"Down","MBTPS1","GSE130779"
"Down","RPS11","GSE130779"
"Down","EPB41L3","GSE130779"
"Down","CORO2B","GSE130779"
"Down","FOXF1","GSE130779"
"Down","RPL35A","GSE130779"
"Down","CDNF","GSE130779"
"Down","PURB","GSE130779"
"Down","SMC3","GSE130779"
"Up","KRT35","GSE130779"
"Down","LBH","GSE130779"
"Up","GABRR2","GSE130779"
"Down","TOP2B","GSE130779"
"Down","R3HDM2","GSE130779"
"Down","SRP14","GSE130779"
"Down","ADAM32","GSE130779"
"Down","SCGB3A2","GSE130779"
"Down","RPS8","GSE130779"
"Up","KLKB1","GSE130779"
"Down","NDUFS4","GSE130779"
"Down","MEGF9","GSE130779"
"Down","MT1X","GSE130779"
"Down","FCGRT","GSE130779"
"Down","SDHC","GSE130779"
"Down","DNM1L","GSE130779"
"Down","TBCA","GSE130779"
"Down","PFDN5","GSE130779"
"Down","KIF3A","GSE130779"
"Down","CEP44","GSE130779"
"Down","PDLIM1","GSE130779"
"Down","SNX3","GSE130779"
"Down","CNOT8","GSE130779"
"Down","WBP1","GSE130779"
"Down","CSDE1","GSE130779"
"Down","RCAN1","GSE130779"
"Up","GBX2","GSE130779"
"Down","EI24","GSE130779"
"Down","TUB","GSE130779"
"Down","ADARB1","GSE130779"
"Down","PRKRA","GSE130779"
"Down","HMGN2","GSE130779"
"Up","ABCC3","GSE130779"
"Down","HNRNPU","GSE130779"
"Down","WBP11","GSE130779"
"Down","ARMC10","GSE130779"
"Down","NUDT3","GSE130779"
"Down","SLC25A24","GSE130779"
"Down","TMEM59","GSE130779"
"Down","BTG3","GSE130779"
"Down","NDUFC1","GSE130779"
"Down","RHOBTB3","GSE130779"
"Down","ENY2","GSE130779"
"Down","MT2A","GSE130779"
"Down","HPGD","GSE130779"
"Down","NUPR1","GSE130779"
"Down","FEM1C","GSE130779"
"Down","PPP6C","GSE130779"
"Down","FEZ1","GSE130779"
"Down","EEF2","GSE130779"
"Down","MYLIP","GSE130779"
"Down","LIMA1","GSE130779"
"Down","CYBRD1","GSE130779"
"Down","CCT4","GSE130779"
"Down","APCDD1","GSE130779"
"Down","CRK","GSE130779"
"Down","UHMK1","GSE130779"
"Down","UGP2","GSE130779"
"Up","TTLL8","GSE130779"
"Down","PRRC2C","GSE130779"
"Up","DDT","GSE130779"
"Down","GMPR2","GSE130779"
"Down","MITF","GSE130779"
"Down","RPL31","GSE130779"
"Down","LDHB","GSE130779"
"Down","SATB1","GSE130779"
"Down","CCDC28A","GSE130779"
"Down","ROCK1","GSE130779"
"Down","THRA","GSE130779"
"Down","MT1M","GSE130779"
"Down","ATF4","GSE130779"
"Down","RPL23","GSE130779"
"Down","RPL5","GSE130779"
"Down","XBP1","GSE130779"
"Down","MECP2","GSE130779"
"Down","YWHAQ","GSE130779"
"Down","N4BP2L2","GSE130779"
"Down","ADAMTS1","GSE130779"
"Down","RALGAPA1","GSE130779"
"Down","NDEL1","GSE130779"
"Down","COX7A2","GSE130779"
"Down","DYNLT1","GSE130779"
"Down","EIF3E","GSE130779"
"Down","GMFG","GSE130779"
"Down","NSA2","GSE130779"
"Down","ACSL3","GSE130779"
"Down","SLC20A2","GSE130779"
"Down","CDK6","GSE130779"
"Down","SPOP","GSE130779"
"Down","SFTPA1","GSE130779"
"Up","PPP2R3B","GSE130779"
"Down","HEY1","GSE130779"
"Down","SLC38A2","GSE130779"
"Down","NAMPT","GSE130779"
"Down","C12orf57","GSE130779"
"Down","C11orf58","GSE130779"
"Down","RMND5A","GSE130779"
"Down","LPP","GSE130779"
"Up","SNED1","GSE130779"
"Down","EXOC6B","GSE130779"
"Up","ZBTB24","GSE130779"
"Down","SPON1","GSE130779"
"Down","HSP90AA1","GSE130779"
"Down","EXT1","GSE130779"
"Down","RBM5","GSE130779"
"Down","IGSF10","GSE130779"
"Down","RAB28","GSE130779"
"Down","CDS2","GSE130779"
"Down","MTDH","GSE130779"
"Down","RPL27","GSE130779"
"Down","PSMD5","GSE130779"
"Down","ACADM","GSE130779"
"Down","SSPN","GSE130779"
"Down","PARD6B","GSE130779"
"Down","PRELP","GSE130779"
"Down","SCHIP1","GSE130779"
"Down","INO80D","GSE130779"
"Down","ARL5A","GSE130779"
"Down","POLR2C","GSE130779"
"Down","HDGF","GSE130779"
"Down","WFDC1","GSE130779"
"Down","HEYL","GSE130779"
"Down","RBP2","GSE130779"
"Down","HSPA4","GSE130779"
"Down","TMEM184C","GSE130779"
"Down","PYROXD1","GSE130779"
"Down","SBDS","GSE130779"
"Down","SFTPA2","GSE130779"
"Down","ATP6V1G1","GSE130779"
"Down","ERP27","GSE130779"
"Down","SOD1","GSE130779"
"Up","TACC3","GSE130779"
"Up","C19orf53","GSE130779"
"Down","RHOJ","GSE130779"
"Down","CRIPT","GSE130779"
"Down","PUM1","GSE130779"
"Up","NKIRAS2","GSE130779"
"Down","ISCA1","GSE130779"
"Down","GRHPR","GSE130779"
"Down","VEPH1","GSE130779"
"Down","RAB18","GSE130779"
"Up","GMPPA","GSE130779"
"Down","SLC34A2","GSE130779"
"Down","CCT2","GSE130779"
"Down","FARP1","GSE130779"
"Down","DNAJB9","GSE130779"
"Down","CYP4V2","GSE130779"
"Down","RPL36A","GSE130779"
"Down","AKT3","GSE130779"
"Down","RARRES2","GSE130779"
"Down","RNF152","GSE130779"
"Down","CPB2","GSE130779"
"Down","ATF7","GSE130779"
"Down","FIBIN","GSE130779"
"Up","DOHH","GSE130779"
"Down","CTDSP2","GSE130779"
"Down","FAM133B","GSE130779"
"Down","MYL12B","GSE130779"
"Up","SLITRK4","GSE130779"
"Down","ARNT","GSE130779"
"Down","ARPC5","GSE130779"
"Down","LITAF","GSE130779"
"Down","LRRC8A","GSE130779"
"Down","CLEC3B","GSE130779"
"Down","ZNF697","GSE130779"
"Down","NDUFA6","GSE130779"
"Up","TCHH","GSE130779"
"Up","GSTCD","GSE130779"
"Down","LDB2","GSE130779"
"Down","BZW1","GSE130779"
"Down","GLRX","GSE130779"
"Down","KRT4","GSE130779"
"Down","ANP32B","GSE130779"
"Down","RPL36AL","GSE130779"
"Down","TAF7","GSE130779"
"Down","PTPN4","GSE130779"
"Down","CALD1","GSE130779"
"Down","RPL37","GSE130779"
"Up","UCN2","GSE130779"
"Down","RBBP6","GSE130779"
"Up","LTBP3","GSE130779"
"Up","RP1L1","GSE130779"
"Down","PSMC1","GSE130779"
"Down","STX3","GSE130779"
"Down","NEK7","GSE130779"
"Down","PNP","GSE130779"
"Up","GRIPAP1","GSE130779"
"Down","CALCRL","GSE130779"
"Down","RPS27","GSE130779"
"Down","PCYOX1","GSE130779"
"Down","LRRK2","GSE130779"
"Down","GLS","GSE130779"
"Down","NACA","GSE130779"
"Down","RNF13","GSE130779"
"Down","SAMD9L","GSE130779"
"Down","ETS2","GSE130779"
"Down","BTNL9","GSE130779"
"Down","PTBP2","GSE130779"
"Down","RPL23A","GSE130779"
"Down","ARHGEF6","GSE130779"
"Up","ANO9","GSE130779"
"Down","RAB31","GSE130779"
"Down","OAZ1","GSE130779"
"Down","FERMT2","GSE130779"
"Down","DDB1","GSE130779"
"Down","DERL1","GSE130779"
"Down","MGST3","GSE130779"
"Down","ROCK2","GSE130779"
"Up","ACHE","GSE130779"
"Down","NEDD8","GSE130779"
"Up","RGS14","GSE130779"
"Up","STK32A","GSE130779"
"Down","WEE1","GSE130779"
"Up","DDX11","GSE130779"
"Down","ITGA1","GSE130779"
"Down","XPO7","GSE130779"
"Down","EEF1A1","GSE130779"
"Down","NIPAL3","GSE130779"
"Down","MAFF","GSE130779"
"Up","RNH1","GSE130779"
"Down","AMD1","GSE130779"
"Down","LYST","GSE130779"
"Up","KRTAP5-5","GSE130779"
"Down","FMO5","GSE130779"
"Down","AGTR1","GSE130779"
"Down","RPL39","GSE130779"
"Down","EPDR1","GSE130779"
"Up","BOP1","GSE130779"
"Down","UBE2W","GSE130779"
"Down","STXBP6","GSE130779"
"Down","MAPRE1","GSE130779"
"Down","PTMA","GSE130779"
"Down","RPLP2","GSE130779"
"Down","FIGN","GSE130779"
"Down","CBX7","GSE130779"
"Down","TEX261","GSE130779"
"Down","RPRD1B","GSE130779"
"Down","MAL2","GSE130779"
"Down","PNRC2","GSE130779"
"Down","ASH2L","GSE130779"
"Down","CUX1","GSE130779"
"Up","AURKB","GSE130779"
"Down","ANGPTL1","GSE130779"
"Down","UPK3B","GSE130779"
"Up","KRTAP9-4","GSE130779"
"Up","AGR2","GSE130779"
"Down","ACTG1","GSE130779"
"Down","MCCC1","GSE130779"
"Up","IL4I1","GSE130779"
"Down","EDNRA","GSE130779"
"Up","HTRA4","GSE130779"
"Down","ATP6V0E1","GSE130779"
"Down","ALCAM","GSE130779"
"Down","NDUFB2","GSE130779"
"Up","AIM2","GSE130779"
"Down","ABCA8","GSE130779"
"Down","HTATSF1","GSE130779"
"Down","PRDX5","GSE130779"
"Down","RPL26","GSE130779"
"Down","ANXA6","GSE130779"
"Down","ADRB1","GSE130779"
"Down","AHCYL2","GSE130779"
"Down","SAMD9","GSE130779"
"Down","SLC2A3","GSE130779"
"Down","ADRB2","GSE130779"
"Down","DHRS4L2","GSE130779"
"Down","SESTD1","GSE130779"
"Down","SOX13","GSE130779"
"Down","CLOCK","GSE130779"
"Down","TMPPE","GSE130779"
"Down","ITGB1","GSE130779"
"Up","DEF6","GSE130779"
"Up","PLXDC1","GSE130779"
"Down","AP2B1","GSE130779"
"Up","CYP2D6","GSE130779"
"Down","ATP6V0C","GSE130779"
"Down","RPL18A","GSE130779"
"Down","RPL6","GSE130779"
"Up","OR1M1","GSE130779"
"Up","ABCA4","GSE130779"
"Down","FAM120AOS","GSE130779"
"Down","USP10","GSE130779"
"Down","TRIM44","GSE130779"
"Down","XRCC6","GSE130779"
"Down","AGFG1","GSE130779"
"Down","PSMB6","GSE130779"
"Up","CEACAM3","GSE130779"
"Down","RPL7","GSE130779"
"Down","FZD1","GSE130779"
"Down","DYNLL1","GSE130779"
"Up","GTSE1","GSE130779"
"Down","PANK3","GSE130779"
"Up","UPF2","GSE130779"
"Down","ZFYVE9","GSE130779"
"Down","ARF3","GSE130779"
"Down","TMBIM4","GSE130779"
"Down","BLVRA","GSE130779"
"Down","SIK1","GSE130779"
"Down","ARL1","GSE130779"
"Down","ACO2","GSE130779"
"Down","RPL14","GSE130779"
"Down","FCHSD2","GSE130779"
"Up","SCN8A","GSE130779"
"Down","GIMAP8","GSE130779"
"Down","SPEN","GSE130779"
"Down","CA3","GSE130779"
"Down","RPL21","GSE130779"
"Down","MXRA7","GSE130779"
"Down","SPOCK2","GSE130779"
"Down","TGFB2","GSE130779"
"Down","COX8A","GSE130779"
"Down","VPS13A","GSE130779"
"Down","ZYX","GSE130779"
"Down","LATS2","GSE130779"
"Up","NR0B1","GSE130779"
"Up","SFRP5","GSE130779"
"Down","ZNF800","GSE130779"
"Down","COX16","GSE130779"
"Down","PTN","GSE130779"
"Down","TMEM98","GSE130779"
"Down","RPS18","GSE130779"
"Down","HSPA2","GSE130779"
"Down","FHL5","GSE130779"
"Up","TBL3","GSE130779"
"Down","ETS1","GSE130779"
"Up","SLC29A4","GSE130779"
"Down","RAB6A","GSE130779"
"Down","SUSD2","GSE130779"
"Down","UQCR11","GSE130779"
"Down","ZSWIM6","GSE130779"
"Down","ACOXL","GSE130779"
"Up","USP49","GSE130779"
"Down","TBC1D2","GSE130779"
"Up","TFDP1","GSE130779"
"Down","JAM2","GSE130779"
"Up","KIF7","GSE130779"
"Down","HNRNPD","GSE130779"
"Down","SRP9","GSE130779"
"Down","GDI2","GSE130779"
"Down","AP3S1","GSE130779"
"Up","ADAMTSL1","GSE130779"
"Down","PICALM","GSE130779"
"Down","NBEAL1","GSE130779"
"Down","ZMYM4","GSE130779"
"Down","MOB1A","GSE130779"
"Down","PROS1","GSE130779"
"Up","TRIM46","GSE130779"
"Up","SPATA20","GSE130779"
"Down","BRD2","GSE130779"
"Down","ANTXR1","GSE130779"
"Down","KAT7","GSE130779"
"Down","FAM47E","GSE130779"
"Down","OGT","GSE130779"
"Down","CST5","GSE130779"
"Up","P2RX5","GSE130779"
"Down","EDEM1","GSE130779"
"Down","BCL6","GSE130779"
"Up","CHAF1A","GSE130779"
"Up","TFB1M","GSE130779"
"Down","C1orf115","GSE130779"
"Down","IRAK3","GSE130779"
"Up","ZNF746","GSE130779"
"Down","GRIA2","GSE130779"
"Down","SH3D19","GSE130779"
"Down","BNIP3L","GSE130779"
"Down","IRF2BP2","GSE130779"
"Down","HERPUD1","GSE130779"
"Down","DUSP16","GSE130779"
"Up","SLC5A5","GSE130779"
"Up","IFITM5","GSE130779"
"Down","SF3B1","GSE130779"
"Down","SLC7A6","GSE130779"
"Down","EIF4H","GSE130779"
"Down","WSB1","GSE130779"
"Down","NCL","GSE130779"
"Down","YWHAH","GSE130779"
"Up","TAF8","GSE130779"
"Up","RAB20","GSE130779"
"Up","CEBPE","GSE130779"
"Down","CYP2B6","GSE130779"
"Down","NOP10","GSE130779"
"Down","SUMO3","GSE130779"
